2018-03-01 13:28:03.114937 UTC | [experiment_2018_03_01_13_28_00_0001] Populating workers...
2018-03-01 13:28:05.238206 UTC | [experiment_2018_03_01_13_28_00_0001] Populated
2018-03-01 13:28:07.181110 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training started
2018-03-01 13:28:07.395653 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training finished
2018-03-01 13:28:07.395880 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training started
2018-03-01 13:28:07.607511 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training finished
2018-03-01 13:28:07.607734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training started
2018-03-01 13:28:07.814893 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training finished
2018-03-01 13:28:07.815107 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training started
2018-03-01 13:28:08.024140 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training finished
2018-03-01 13:28:08.024372 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training started
2018-03-01 13:28:08.232351 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training finished
2018-03-01 13:28:08.232602 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training started
2018-03-01 13:28:08.443958 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training finished
2018-03-01 13:28:08.444178 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training started
2018-03-01 13:28:08.654299 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training finished
2018-03-01 13:28:08.654552 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training started
2018-03-01 13:28:08.863734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training finished
2018-03-01 13:28:08.863954 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training started
2018-03-01 13:28:09.074388 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training finished
2018-03-01 13:28:09.074627 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training started
2018-03-01 13:28:09.285035 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training finished
2018-03-01 13:28:09.285276 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training started
2018-03-01 13:28:45.457004 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training finished
2018-03-01 13:28:45.457239 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Collecting samples for evaluation
2018-03-01 13:28:47.394528 UTC | -----------------------  ------------
2018-03-01 15:12:56.553712 UTC | MinEsReturn                0
2018-03-01 15:12:56.554491 UTC | AverageDiscountedReturn    0
2018-03-01 15:12:56.555286 UTC | AverageQLoss               7.42239e-10
2018-03-01 15:12:56.556113 UTC | AveragePolicySurr          0.0154617
2018-03-01 15:12:56.556870 UTC | AverageQ                  -0.0154619
2018-03-01 15:12:56.557674 UTC | AverageAbsQ                0.0154619
2018-03-01 15:12:56.558452 UTC | AverageY                  -0.0154619
2018-03-01 15:12:56.559405 UTC | AverageAbsY                0.0154619
2018-03-01 15:12:56.560237 UTC | AverageAbsQYDiff           7.17432e-06
2018-03-01 15:12:56.561071 UTC | AverageAction              0.998761
2018-03-01 15:12:56.561895 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:12:56.562694 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:12:56.563508 UTC | AverageForwardProgress     0
2018-03-01 15:12:56.564258 UTC | MaxForwardProgress         0
2018-03-01 15:12:56.565044 UTC | MinForwardProgress         0
2018-03-01 15:12:56.565861 UTC | StdForwardProgress         0
2018-03-01 15:12:56.566634 UTC | -----------------------  -------------
2018-03-01 15:12:56.567695 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #111 | Training started
2018-03-01 15:13:57.724024 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #111 | Training finished
2018-03-01 15:13:57.724976 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #111 | Collecting samples for evaluation
2018-03-01 15:14:00.258364 UTC | -----------------------  -------------
2018-03-01 15:14:00.260064 UTC | Epoch                    111
2018-03-01 15:14:00.260983 UTC | AverageReturn              0
2018-03-01 15:14:00.261881 UTC | StdReturn                  0
2018-03-01 15:14:00.262798 UTC | MaxReturn                  0
2018-03-01 15:14:00.263691 UTC | MinReturn                  0
2018-03-01 15:14:00.264576 UTC | AverageEsReturn            0
2018-03-01 15:14:00.265501 UTC | StdEsReturn                0
2018-03-01 15:14:00.266334 UTC | MaxEsReturn                0
2018-03-01 15:14:00.268186 UTC | MinEsReturn                0
2018-03-01 15:14:00.269006 UTC | AverageDiscountedReturn    0
2018-03-01 15:14:00.269836 UTC | AverageQLoss               7.79699e-10
2018-03-01 15:14:00.270614 UTC | AveragePolicySurr          0.0153077
2018-03-01 15:14:00.271374 UTC | AverageQ                  -0.0153079
2018-03-01 15:14:00.272167 UTC | AverageAbsQ                0.0153079
2018-03-01 15:14:00.272944 UTC | AverageY                  -0.0153079
2018-03-01 15:14:00.273780 UTC | AverageAbsY                0.0153079
2018-03-01 15:14:00.274616 UTC | AverageAbsQYDiff           7.28873e-06
2018-03-01 15:14:00.275414 UTC | AverageAction              0.998761
2018-03-01 15:14:00.276234 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:14:00.277026 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:14:00.277847 UTC | AverageForwardProgress     0
2018-03-01 15:14:00.278653 UTC | MaxForwardProgress         0
2018-03-01 15:14:00.279424 UTC | MinForwardProgress         0
2018-03-01 15:14:00.280172 UTC | StdForwardProgress         0
2018-03-01 15:14:00.280937 UTC | -----------------------  -------------
2018-03-01 15:14:00.281951 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #112 | Training started
2018-03-01 15:15:00.909688 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #112 | Training finished
2018-03-01 15:15:00.909907 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #112 | Collecting samples for evaluation
2018-03-01 15:15:03.371596 UTC | -----------------------  -------------
2018-03-01 15:15:03.373867 UTC | Epoch                    112
2018-03-01 15:15:03.374735 UTC | AverageReturn              0
2018-03-01 15:15:03.375612 UTC | StdReturn                  0
2018-03-01 15:15:03.376484 UTC | MaxReturn                  0
2018-03-01 15:15:03.378188 UTC | MinReturn                  0
2018-03-01 15:15:03.379014 UTC | AverageEsReturn            0
2018-03-01 15:15:03.379970 UTC | StdEsReturn                0
2018-03-01 15:15:03.380787 UTC | MaxEsReturn                0
2018-03-01 15:15:03.381705 UTC | MinEsReturn                0
2018-03-01 15:15:03.382602 UTC | AverageDiscountedReturn    0
2018-03-01 15:15:03.383383 UTC | AverageQLoss               7.91612e-10
2018-03-01 15:15:03.384201 UTC | AveragePolicySurr          0.0151553
2018-03-01 15:15:03.385076 UTC | AverageQ                  -0.0151554
2018-03-01 15:15:03.385931 UTC | AverageAbsQ                0.0151554
2018-03-01 15:15:03.386760 UTC | AverageY                  -0.0151554
2018-03-01 15:15:03.387632 UTC | AverageAbsY                0.0151554
2018-03-01 15:15:03.388463 UTC | AverageAbsQYDiff           7.29271e-06
2018-03-01 15:15:03.389369 UTC | AverageAction              0.998761
2018-03-01 15:15:03.390182 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:15:03.391003 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:15:03.392031 UTC | AverageForwardProgress     0
2018-03-01 15:15:03.392898 UTC | MaxForwardProgress         0
2018-03-01 15:15:03.393730 UTC | MinForwardProgress         0
2018-03-01 15:15:03.394386 UTC | StdForwardProgress         0
2018-03-01 15:15:03.394774 UTC | -----------------------  -------------
2018-03-01 15:15:03.395889 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #113 | Training started
2018-03-01 15:16:03.925155 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #113 | Training finished
2018-03-01 15:16:03.925395 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #113 | Collecting samples for evaluation
2018-03-01 15:16:06.364149 UTC | -----------------------  -------------
2018-03-01 15:16:06.366042 UTC | Epoch                    113
2018-03-01 15:16:06.367017 UTC | AverageReturn              0
2018-03-01 15:16:06.367759 UTC | StdReturn                  0
2018-03-01 15:16:06.368988 UTC | MaxReturn                  0
2018-03-01 15:16:06.370122 UTC | MinReturn                  0
2018-03-01 15:16:06.371068 UTC | AverageEsReturn            0
2018-03-01 15:16:06.372156 UTC | StdEsReturn                0
2018-03-01 15:16:06.372974 UTC | MaxEsReturn                0
2018-03-01 15:16:06.373807 UTC | MinEsReturn                0
2018-03-01 15:16:06.374637 UTC | AverageDiscountedReturn    0
2018-03-01 15:16:06.375718 UTC | AverageQLoss               8.57568e-10
2018-03-01 15:16:06.376543 UTC | AveragePolicySurr          0.0150043
2018-03-01 15:16:06.377398 UTC | AverageQ                  -0.0150045
2018-03-01 15:16:06.378222 UTC | AverageAbsQ                0.0150045
2018-03-01 15:16:06.379211 UTC | AverageY                  -0.0150045
2018-03-01 15:16:06.380066 UTC | AverageAbsY                0.0150045
2018-03-01 15:16:06.380937 UTC | AverageAbsQYDiff           7.60015e-06
2018-03-01 15:16:06.381784 UTC | AverageAction              0.998761
2018-03-01 15:16:06.382701 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:16:06.383531 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:16:06.384483 UTC | AverageForwardProgress     0
2018-03-01 15:16:06.385167 UTC | MaxForwardProgress         0
2018-03-01 15:16:06.385972 UTC | MinForwardProgress         0
2018-03-01 15:16:06.386425 UTC | StdForwardProgress         0
2018-03-01 15:16:06.387535 UTC | -----------------------  -------------
2018-03-01 15:16:06.388263 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #114 | Training started
2018-03-01 15:17:07.234283 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #114 | Training finished
2018-03-01 15:17:07.234611 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #114 | Collecting samples for evaluation
2018-03-01 15:17:10.851921 UTC | -----------------------  -------------
2018-03-01 15:17:10.854368 UTC | Epoch                    114
2018-03-01 15:17:10.854553 UTC | AverageReturn              0
2018-03-01 15:17:10.854682 UTC | StdReturn                  0
2018-03-01 15:17:10.854794 UTC | MaxReturn                  0
2018-03-01 15:17:10.854932 UTC | MinReturn                  0
2018-03-01 15:17:10.855038 UTC | AverageEsReturn            0
2018-03-01 15:17:10.855145 UTC | StdEsReturn                0
2018-03-01 15:17:10.855249 UTC | MaxEsReturn                0
2018-03-01 15:17:10.855355 UTC | MinEsReturn                0
2018-03-01 15:17:10.855454 UTC | AverageDiscountedReturn    0
2018-03-01 15:17:10.855557 UTC | AverageQLoss               8.0345e-10
2018-03-01 15:17:10.855660 UTC | AveragePolicySurr          0.0148549
2018-03-01 15:17:10.855761 UTC | AverageQ                  -0.014855
2018-03-01 15:17:10.855887 UTC | AverageAbsQ                0.014855
2018-03-01 15:17:10.856001 UTC | AverageY                  -0.014855
2018-03-01 15:17:10.856102 UTC | AverageAbsY                0.014855
2018-03-01 15:17:10.856224 UTC | AverageAbsQYDiff           7.37097e-06
2018-03-01 15:17:10.856333 UTC | AverageAction              0.998761
2018-03-01 15:17:10.856433 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:17:10.856534 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:17:10.856632 UTC | AverageForwardProgress     0
2018-03-01 15:17:10.856728 UTC | MaxForwardProgress         0
2018-03-01 15:17:10.856846 UTC | MinForwardProgress         0
2018-03-01 15:17:10.856966 UTC | StdForwardProgress         0
2018-03-01 15:17:10.857075 UTC | -----------------------  -------------
2018-03-01 15:17:10.857481 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #115 | Training started
2018-03-01 15:18:11.729733 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #115 | Training finished
2018-03-01 15:18:11.731469 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #115 | Collecting samples for evaluation
2018-03-01 15:18:14.076372 UTC | -----------------------  -------------
2018-03-01 15:18:14.078168 UTC | Epoch                    115
2018-03-01 15:18:14.079149 UTC | AverageReturn              0
2018-03-01 15:18:14.079951 UTC | StdReturn                  0
2018-03-01 15:18:14.080903 UTC | MaxReturn                  0
2018-03-01 15:18:14.081942 UTC | MinReturn                  0
2018-03-01 15:18:14.083119 UTC | AverageEsReturn            0
2018-03-01 15:18:14.084078 UTC | StdEsReturn                0
2018-03-01 15:18:14.084895 UTC | MaxEsReturn                0
2018-03-01 15:18:14.085892 UTC | MinEsReturn                0
2018-03-01 15:18:14.086755 UTC | AverageDiscountedReturn    0
2018-03-01 15:18:14.087686 UTC | AverageQLoss               7.91607e-10
2018-03-01 15:18:14.088575 UTC | AveragePolicySurr          0.0147069
2018-03-01 15:18:14.089615 UTC | AverageQ                  -0.0147071
2018-03-01 15:18:14.090501 UTC | AverageAbsQ                0.0147071
2018-03-01 15:18:14.091343 UTC | AverageY                  -0.0147071
2018-03-01 15:18:14.093253 UTC | AverageAbsY                0.0147071
2018-03-01 15:18:14.094107 UTC | AverageAbsQYDiff           7.35443e-06
2018-03-01 15:18:14.095015 UTC | AverageAction              0.998761
2018-03-01 15:18:14.095884 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:18:14.096971 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:18:14.097897 UTC | AverageForwardProgress     0
2018-03-01 15:18:14.098814 UTC | MaxForwardProgress         0
2018-03-01 15:18:14.099470 UTC | MinForwardProgress         0
2018-03-01 15:18:14.100385 UTC | StdForwardProgress         0
2018-03-01 15:18:14.100800 UTC | -----------------------  -------------
2018-03-01 15:18:14.101533 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #116 | Training started
2018-03-01 15:19:14.842038 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #116 | Training finished
2018-03-01 15:19:14.843445 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #116 | Collecting samples for evaluation
2018-03-01 15:19:17.388239 UTC | -----------------------  -------------
2018-03-01 15:19:17.390088 UTC | Epoch                    116
2018-03-01 15:19:17.391179 UTC | AverageReturn              0
2018-03-01 15:19:17.391980 UTC | StdReturn                  0
2018-03-01 15:19:17.392760 UTC | MaxReturn                  0
2018-03-01 15:19:17.393617 UTC | MinReturn                  0
2018-03-01 15:19:17.394650 UTC | AverageEsReturn            0
2018-03-01 15:19:17.395447 UTC | StdEsReturn                0
2018-03-01 15:19:17.396218 UTC | MaxEsReturn                0
2018-03-01 15:19:17.397184 UTC | MinEsReturn                0
2018-03-01 15:19:17.397997 UTC | AverageDiscountedReturn    0
2018-03-01 15:19:17.398759 UTC | AverageQLoss               8.44682e-10
2018-03-01 15:19:17.399539 UTC | AveragePolicySurr          0.0145605
2018-03-01 15:19:17.400491 UTC | AverageQ                  -0.0145606
2018-03-01 15:19:17.401363 UTC | AverageAbsQ                0.0145606
2018-03-01 15:19:17.402170 UTC | AverageY                  -0.0145606
2018-03-01 15:19:17.403122 UTC | AverageAbsY                0.0145606
2018-03-01 15:19:17.403960 UTC | AverageAbsQYDiff           7.55809e-06
2018-03-01 15:19:17.404736 UTC | AverageAction              0.998761
2018-03-01 15:19:17.405586 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:19:17.406774 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:19:17.408495 UTC | AverageForwardProgress     0
2018-03-01 15:19:17.409131 UTC | MaxForwardProgress         0
2018-03-01 15:19:17.409821 UTC | MinForwardProgress         0
2018-03-01 15:19:17.410209 UTC | StdForwardProgress         0
2018-03-01 15:19:17.411314 UTC | -----------------------  -------------
2018-03-01 15:19:17.411997 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #117 | Training started
2018-03-01 15:20:18.463593 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #117 | Training finished
2018-03-01 15:20:18.464622 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #117 | Collecting samples for evaluation
2018-03-01 15:20:20.934356 UTC | -----------------------  -------------
2018-03-01 15:20:20.936589 UTC | Epoch                    117
2018-03-01 15:20:20.937757 UTC | AverageReturn              0
2018-03-01 15:20:20.938663 UTC | StdReturn                  0
2018-03-01 15:20:20.939564 UTC | MaxReturn                  0
2018-03-01 15:20:20.940638 UTC | MinReturn                  0
2018-03-01 15:20:20.941556 UTC | AverageEsReturn            0
2018-03-01 15:20:20.942390 UTC | StdEsReturn                0
2018-03-01 15:20:20.943381 UTC | MaxEsReturn                0
2018-03-01 15:20:20.944234 UTC | MinEsReturn                0
2018-03-01 15:20:20.945157 UTC | AverageDiscountedReturn    0
2018-03-01 15:20:20.946059 UTC | AverageQLoss               7.89775e-10
2018-03-01 15:20:20.947005 UTC | AveragePolicySurr          0.0144154
2018-03-01 15:20:20.947799 UTC | AverageQ                  -0.0144156
2018-03-01 15:20:20.948583 UTC | AverageAbsQ                0.0144156
2018-03-01 15:20:20.949608 UTC | AverageY                  -0.0144156
2018-03-01 15:20:20.950434 UTC | AverageAbsY                0.0144156
2018-03-01 15:20:20.951245 UTC | AverageAbsQYDiff           7.33286e-06
2018-03-01 15:20:20.952115 UTC | AverageAction              0.998761
2018-03-01 15:20:20.953148 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:20:20.954154 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:20:20.955051 UTC | AverageForwardProgress     0
2018-03-01 15:20:20.956045 UTC | MaxForwardProgress         0
2018-03-01 15:20:20.956489 UTC | MinForwardProgress         0
2018-03-01 15:20:20.957434 UTC | StdForwardProgress         0
2018-03-01 15:20:20.957906 UTC | -----------------------  -------------
2018-03-01 15:20:20.958602 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #118 | Training started
2018-03-01 15:21:21.805709 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #118 | Training finished
2018-03-01 15:21:21.806615 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #118 | Collecting samples for evaluation
2018-03-01 15:21:24.359757 UTC | -----------------------  -------------
2018-03-01 15:21:24.361599 UTC | Epoch                    118
2018-03-01 15:21:24.362554 UTC | AverageReturn              0
2018-03-01 15:21:24.363648 UTC | StdReturn                  0
2018-03-01 15:21:24.364510 UTC | MaxReturn                  0
2018-03-01 15:21:24.365413 UTC | MinReturn                  0
2018-03-01 15:21:24.366489 UTC | AverageEsReturn            0
2018-03-01 15:21:24.367346 UTC | StdEsReturn                0
2018-03-01 15:21:24.369017 UTC | MaxEsReturn                0
2018-03-01 15:21:24.369883 UTC | MinEsReturn                0
2018-03-01 15:21:24.370800 UTC | AverageDiscountedReturn    0
2018-03-01 15:21:24.371579 UTC | AverageQLoss               7.5605e-10
2018-03-01 15:21:24.372358 UTC | AveragePolicySurr          0.0142719
2018-03-01 15:21:24.373202 UTC | AverageQ                  -0.014272
2018-03-01 15:21:24.374131 UTC | AverageAbsQ                0.014272
2018-03-01 15:21:24.374908 UTC | AverageY                  -0.014272
2018-03-01 15:21:24.375722 UTC | AverageAbsY                0.014272
2018-03-01 15:21:24.376605 UTC | AverageAbsQYDiff           7.20003e-06
2018-03-01 15:21:24.377473 UTC | AverageAction              0.998761
2018-03-01 15:21:24.378301 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:21:24.379277 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:21:24.380118 UTC | AverageForwardProgress     0
2018-03-01 15:21:24.380956 UTC | MaxForwardProgress         0
2018-03-01 15:21:24.381816 UTC | MinForwardProgress         0
2018-03-01 15:21:24.382651 UTC | StdForwardProgress         0
2018-03-01 15:21:24.383013 UTC | -----------------------  -------------
2018-03-01 15:21:24.384164 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #119 | Training started
2018-03-01 15:22:25.118632 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #119 | Training finished
2018-03-01 15:22:25.118858 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #119 | Collecting samples for evaluation
2018-03-01 15:22:27.573816 UTC | -----------------------  -------------
2018-03-01 15:22:27.575583 UTC | Epoch                    119
2018-03-01 15:22:27.576520 UTC | AverageReturn              0
2018-03-01 15:22:27.577393 UTC | StdReturn                  0
2018-03-01 15:22:27.578456 UTC | MaxReturn                  0
2018-03-01 15:22:27.579304 UTC | MinReturn                  0
2018-03-01 15:22:27.580143 UTC | AverageEsReturn            0
2018-03-01 15:22:27.581027 UTC | StdEsReturn                0
2018-03-01 15:22:27.582082 UTC | MaxEsReturn                0
2018-03-01 15:22:27.582961 UTC | MinEsReturn                0
2018-03-01 15:22:27.583827 UTC | AverageDiscountedReturn    0
2018-03-01 15:22:27.584885 UTC | AverageQLoss               7.44354e-10
2018-03-01 15:22:27.585751 UTC | AveragePolicySurr          0.0141297
2018-03-01 15:22:27.586598 UTC | AverageQ                  -0.0141299
2018-03-01 15:22:27.587551 UTC | AverageAbsQ                0.0141299
2018-03-01 15:22:27.588353 UTC | AverageY                  -0.0141299
2018-03-01 15:22:27.589206 UTC | AverageAbsY                0.0141299
2018-03-01 15:22:27.590014 UTC | AverageAbsQYDiff           7.13709e-06
2018-03-01 15:22:27.590949 UTC | AverageAction              0.998761
2018-03-01 15:22:27.592691 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:22:27.593435 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:22:27.593862 UTC | AverageForwardProgress     0
2018-03-01 15:22:27.594930 UTC | MaxForwardProgress         0
2018-03-01 15:22:27.595368 UTC | MinForwardProgress         0
2018-03-01 15:22:27.595768 UTC | StdForwardProgress         0
2018-03-01 15:22:27.596132 UTC | -----------------------  -------------
2018-03-01 15:22:27.596829 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #120 | Training started
2018-03-01 15:23:28.389682 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #120 | Training finished
2018-03-01 15:23:28.389913 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #120 | Collecting samples for evaluation
2018-03-01 15:23:30.775519 UTC | -----------------------  -------------
2018-03-01 15:23:30.777317 UTC | Epoch                    120
2018-03-01 15:23:30.778228 UTC | AverageReturn              0
2018-03-01 15:23:30.779345 UTC | StdReturn                  0
2018-03-01 15:23:30.780153 UTC | MaxReturn                  0
2018-03-01 15:23:30.780930 UTC | MinReturn                  0
2018-03-01 15:23:30.781858 UTC | AverageEsReturn            0
2018-03-01 15:23:30.782681 UTC | StdEsReturn                0
2018-03-01 15:23:30.783587 UTC | MaxEsReturn                0
2018-03-01 15:23:30.784351 UTC | MinEsReturn                0
2018-03-01 15:23:30.785292 UTC | AverageDiscountedReturn    0
2018-03-01 15:23:30.786074 UTC | AverageQLoss               7.57094e-10
2018-03-01 15:23:30.786879 UTC | AveragePolicySurr          0.013989
2018-03-01 15:23:30.787976 UTC | AverageQ                  -0.0139891
2018-03-01 15:23:30.788758 UTC | AverageAbsQ                0.0139891
2018-03-01 15:23:30.789560 UTC | AverageY                  -0.0139891
2018-03-01 15:23:30.790390 UTC | AverageAbsY                0.0139891
2018-03-01 15:23:30.791256 UTC | AverageAbsQYDiff           7.21767e-06
2018-03-01 15:23:30.792038 UTC | AverageAction              0.998761
2018-03-01 15:23:30.792807 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:23:30.793836 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:23:30.794684 UTC | AverageForwardProgress     0
2018-03-01 15:23:30.795451 UTC | MaxForwardProgress         0
2018-03-01 15:23:30.796195 UTC | MinForwardProgress         0
2018-03-01 15:23:30.796948 UTC | StdForwardProgress         0
2018-03-01 15:23:30.797705 UTC | -----------------------  -------------
2018-03-01 15:23:30.798362 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #121 | Training started
2018-03-01 15:24:31.395558 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #121 | Training finished
2018-03-01 15:24:31.396527 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #121 | Collecting samples for evaluation
2018-03-01 15:24:33.846605 UTC | -----------------------  -------------
2018-03-01 15:24:33.847025 UTC | Epoch                    121
2018-03-01 15:24:33.849021 UTC | AverageReturn              0
2018-03-01 15:24:33.849950 UTC | StdReturn                  0
2018-03-01 15:24:33.850867 UTC | MaxReturn                  0
2018-03-01 15:24:33.851995 UTC | MinReturn                  0
2018-03-01 15:24:33.853772 UTC | AverageEsReturn            0
2018-03-01 15:24:33.854663 UTC | StdEsReturn                0
2018-03-01 15:24:33.855621 UTC | MaxEsReturn                0
2018-03-01 15:24:33.856441 UTC | MinEsReturn                0
2018-03-01 15:24:33.857314 UTC | AverageDiscountedReturn    0
2018-03-01 15:24:33.858137 UTC | AverageQLoss               7.46424e-10
2018-03-01 15:24:33.859201 UTC | AveragePolicySurr          0.0138496
2018-03-01 15:24:33.860999 UTC | AverageQ                  -0.0138498
2018-03-01 15:24:33.861901 UTC | AverageAbsQ                0.0138498
2018-03-01 15:24:33.862762 UTC | AverageY                  -0.0138498
2018-03-01 15:24:33.863770 UTC | AverageAbsY                0.0138498
2018-03-01 15:24:33.864605 UTC | AverageAbsQYDiff           7.30615e-06
2018-03-01 15:24:33.865291 UTC | AverageAction              0.998761
2018-03-01 15:24:33.866189 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:24:33.866653 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:24:33.867088 UTC | AverageForwardProgress     0
2018-03-01 15:24:33.868341 UTC | MaxForwardProgress         0
2018-03-01 15:24:33.868758 UTC | MinForwardProgress         0
2018-03-01 15:24:33.869150 UTC | StdForwardProgress         0
2018-03-01 15:24:33.869530 UTC | -----------------------  -------------
2018-03-01 15:24:33.870136 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #122 | Training started
2018-03-01 15:25:34.810034 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #122 | Training finished
2018-03-01 15:25:34.810299 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #122 | Collecting samples for evaluation
2018-03-01 15:25:37.294639 UTC | -----------------------  -------------
2018-03-01 15:25:37.296275 UTC | Epoch                    122
2018-03-01 15:25:37.297155 UTC | AverageReturn              0
2018-03-01 15:25:37.298146 UTC | StdReturn                  0
2018-03-01 15:25:37.298960 UTC | MaxReturn                  0
2018-03-01 15:25:37.299771 UTC | MinReturn                  0
2018-03-01 15:25:37.300769 UTC | AverageEsReturn            0
2018-03-01 15:25:37.301593 UTC | StdEsReturn                0
2018-03-01 15:25:37.302371 UTC | MaxEsReturn                0
2018-03-01 15:25:37.303136 UTC | MinEsReturn                0
2018-03-01 15:25:37.304124 UTC | AverageDiscountedReturn    0
2018-03-01 15:25:37.304962 UTC | AverageQLoss               1.17098e-09
2018-03-01 15:25:37.305836 UTC | AveragePolicySurr          0.0137118
2018-03-01 15:25:37.306846 UTC | AverageQ                  -0.0137118
2018-03-01 15:25:37.307646 UTC | AverageAbsQ                0.0137118
2018-03-01 15:25:37.308421 UTC | AverageY                  -0.0137119
2018-03-01 15:25:37.309246 UTC | AverageAbsY                0.0137119
2018-03-01 15:25:37.310257 UTC | AverageAbsQYDiff           1.06805e-05
2018-03-01 15:25:37.311093 UTC | AverageAction              0.998761
2018-03-01 15:25:37.311924 UTC | PolicyRegParamNorm        26.3922
2018-03-01 15:25:37.313125 UTC | QFunRegParamNorm           7.93351
2018-03-01 15:25:37.313946 UTC | AverageForwardProgress     0
2018-03-01 15:25:37.314749 UTC | MaxForwardProgress         0
2018-03-01 15:25:37.315725 UTC | MinForwardProgress         0
2018-03-01 15:25:37.316112 UTC | StdForwardProgress         0
2018-03-01 15:25:37.317792 UTC | -----------------------  -------------
